AMOY,118.1,24.5 
AMSTERDAM,4.8,52.4
AMUREYRIE,-18.1,65.7
ANDORES AT APPROACH,129.7,41.6
ANTIQUA,-61.8,17.1
ANTOFAGASTA,-70.4,-23.6
ANTWERP,4.3,51.3
ANTWERPEN,4.3,51.3
ANTIGUA,-61.8,17.1  
APIA,-171.7,-13.8
AQABA,35.0,29.5
ARABAT BAY,35.6,45.4
ARANCI BAY,9.6,41.0
ARAUCI BAY,9.6,41.0
ARCHANGEL,40.5,64.6
ARDOSSAN,-4.8,55.6
ARDROSSAN,-4.8,55.6
AREHAUGEL,40.5,64.6
ARGENTIA,-54.0,47.3
ARGOSTOLI,20.5,38.2
ARIEGE BAY,-56.0,51.2
ARKANGEL,40.5,64.6
ARKHANGEL,40.5,64.6
AROCHAR,-74.1,40.6
AROCHIAR,-4.7,56.2
ARRICHAR,-4.7,56.2
ARROCHAN,-4.7,56.2
ARROCHAR,-4.7,56.2
ARROMANCHER,-0.6,49.3
ARROMANCHES,-0.6,49.3
ARUBA,-70.0,12.5
AS SUWAIK,57.4,23.8
ASCENSION,-14.4,-8.0
ATHOL BAY,151.2,-33.9
ATHENS,23.6,38.0
AUCHLAND,174.8,-36.9
AUCKLAND,174.8,-36.9
AUGUSTA,15.2,37.2
AWAUA BAY,-70.0,12.5
AWOCHAR,-4.7,56.2
AZEAU,-0.3,35.9
AZORES,37.7,-25.7
B 3 BERTH GREENOCK,-4.8,55.9
B D PUR KOWLOON,114.2,22.3
B I PORTSMOUTH,-1.1,50.8
B I PORTSMOUTH,-1.1,50.8
B SHED PRINCESS DOCK,-3.0,53.4
B. ALULA,50.8,12.0
B1 BERTH T O B,-4.8,56.0
B1 BIRTH T O B,-4.8,56.0
B4 BERTH GREENOCK,-4.8,55.9
BAHIA,-38.5,-13.0
BAHIA DE MALDONADO,-54.9,-34.7
BAHRAIN,50.5,26.0
BAHREIN,50.5,26.0
BAKHAR,56.2,26.1
BALBOA,-79.6,8.9
BALI,115.2,-8.7
BALIKPAPAN,116.8,-1.3
BALIKPAPEN,116.8,-1.3
BALLS BANK,14.4,36.0
BALTIMORE,-76.6,39.3
BALTIMORE USA,-76.6,39.3
BAN ACCORD HARBOUR,174.8,-36.4
BANDA ABBAS,56.3,27.2
BANDAR ABBAS,56.3,27.2
BANDAR ABBAS PG,56.3,27.2
"BANDAR ABBAS, P.G.",56.3,27.2
BANDAR MASKUR,49.2,30.5
BANDAR SHAPUR,49.1,30.4
"BANDRA ABBAS, P.G.",56.3,27.2
BANGKOK,100.5,13.8
BANGKOK BAR,100.6,13.4
BANGOR BAY,-5.7,54.7
BANNATYNE,-59.5,13.1
BARBADOS,-59.6,13.1
BARBADOS B W I,-59.6,13.1
BARCELONA,2.2,41.4
BARRANQUILLA,-74.8,11.0
BARROW,-3.2,54.1
BARROW IN FURNESS,-3.2,54.1
BARROW-IN-FURNESS,-3.2,54.1
BARRY,-3.2,51.4
BARRY DOCK,-3.2,51.4
BARRY ROADS,-3.3,51.4
BASE SINGAPORE,103.8,1.5
BASRA,47.9,30.5
BASRAH,47.8,30.5
BASSETERRE ST KITTS,-62.7,17.3
BATAIRA,92.8,20.5
BATAVIA,106.8,-6.2
BATHURST,-16.6,13.5
BAUDAR ABBAI,56.3,27.2
BAUDAR ABBAS PERSIAN,56.3,27.2
BAY OF ISLANDS,174.2,-35.2
BAY ST GEORGE,-58.5,48.4
BAYONNE,-1.5,43.5
BAYONNE TERMINAL,-1.5,43.5
BEIRA,33.2,-18.1
BEIRUT,35.5,33.9
BELFAST,-6.0,54.6
BELFAST LOGH,-5.6,54.7
BELFAST LOUGH,-5.6,54.7
BELHAM,-48.5,-1.5
BELIZE,-88.2,17.5
BEN ACCORD HARBOR,174.8,-36.4
BERBERA,45.0,10.4
BERENICE,20.1,32.1
BERGEN,5.3,60.3
BERKLEY,-76.3,36.8
BERKLEY YARD,-76.3,36.8
BERMUDA,-64.8,32.3
BERMUDA DOCKYARD,-64.8,32.3
BERMUDAS,-64.8,32.3 
BERTH C3 TRINCOMALEE,81.2,8.6
BERWICK,-2.0,55.8
BETIO TARAWA,172.9,1.4
BEYROUTH,35.5,33.9
BEYRUT,35.5,33.9 
BEYT IS ANCHORAGE,69.1,22.5
BHARJAH,55.8,25.0
BI PORTSMOUTH,-1.1,50.8
BIERA,34.8,-19.8
BIGERIA,13.5,38.1
BIGHI BAY,14.5,35.9
BILBAO,-3.0,43.3
BIRKEN HEAD,-3.0,53.4
BIRKENHEAD,-3.0,53.4
BIRKERHEAD,-3.0,53.4
BITTER LAKES,32.4,30.3
BIZERTA,9.9,37.3
BIZERTE,9.9,37.3
BLOCKHOUSE,-1.1,50.8
BLYTH,-1.5,55.1
BOLOVIA,-5.8,36.1
BOMBAY,72.8,19.0
BOMBAY ROADS,72.9,18.9
BONE,7.8,36.9
BOOM DEFENCE PER KOW,114.2,22.3
BOOM DEFENCE PIR KOW,114.2,22.3
BOSTON,-71.1,42.4
BOULOGNE-SUR-MER,1.6,50.7
BOURNEMOUTH,-1.9,50.7
BREMEN,8.8,53.1
BREMENTON,-75.5,38.4
BREMERTON,-122.6,47.6
BREST,-4.5,48.4
BRIDGETOWN,-59.6,13.1
BRIDGETOWN BARBADOS,-59.6,13.1
BRIDGETOWN BARBADOS,-59.6,13.1
BRINDISI,18.0,40.6
BRISBANE,153.0,-27.5
BRODICK BAY,-5.1,55.6
BROOKLYN,-74.0,40.6
BROOKLYN NAVY YARD N,-74.0,40.7
BUENOS AIRES,-58.7,-34.6
BURNIE,145.9,-41.1
BUSHIRE,50.8,29.0
BUTARIKARI,172.8,3.1
BUTE SOUND,-5.2,55.7
C1 BUOY PORTLAND,-2.4,50.5
CAEN ROADS,-0.3,49.2
CAIRNS,145.8,-16.9
CALAIS,1.8,51.0
CALCUTTA,88.4,22.5
CALDER HARBOUR,104.1,1.4
CALDETAS,2.5,41.6
CALICUT,75.8,11.2
CALLAO,-12.1,-77.2  
CALLEDAN,-0.1,51.5
CALLEDAN WHARF,-0.1,51.5
CALLIOPE WHARF,174.8,-36.8
CAMBELTOWN,-5.6,55.4
CAMPBELTON,-78.3,18.4
CAMPBELTON AREA,-5.6,55.4
CAMPBELTOWN,-5.6,55.4
CAMPBELTOWN AREA,-5.6,55.4
CANAL TRANSIT,-73.7,-44.8
CANDIA,24.8,35.2
CANNES,7.0,43.5
CAPE TOWN,18.4,-33.9
CAPETOWN,18.4,-33.9
CAPT COOK DOCK,150.6,-35.1
CARDIFF,-3.2,51.5
CARRADALE BAY,-5.5,55.6
CARRIACOA,-61.5,12.5
CASA BLANCA,-7.6,33.5
CASABLANCA,-7.6,33.5
CASTELLAMARE,-118.6,34.0 
CASTRIES,-61.0,14.0
CATACOL BAY,-5.3,55.7
CATHERINE BAY,175.3,-36.1
CATHERINES BAY,-2.0,49.2
CATTEDOWN,-4.1,50.4
CATTEDOWN WHARF,-4.1,50.4
CEARA,-44.8,-1.8
CHALMETTE,-90.0,29.9
CHANAI,145.0,43.1
CHANGI,104.0,1.4
CHANGYINSHA,120.8,31.9
CHARLESTON,-79.9,32.8
CHARLESTON SC,-79.9,32.8
CHARLESTOWN,-79.9,32.8
CHARLESTOWN SC,-79.9,32.8  
CHARLOTTE AMALIE,-64.9,18.3
CHARLOTTE TOWN,-61.4,15.3
CHARLOTTETOWN,-63.1,46.2
CHATHAM,0.5,51.4
CHATHAM BAY,-87.0,5.5
CHEFOO,121.4,37.5
CHEMULPHO,126.7,37.5
CHERBOURG,-1.6,49.6
CHESAPEAKE BAY,-76.0,37.0
CHESAPEAKE RIVER,-76.0,37.0
CHEVBOURGH,-1.6,49.6
CHIMBOTE,-78.6,-9.1
CHIN WANG TAO,119.5,39.9
CHING WANG TAO,119.6,39.9
CHINGWANGTAA,119.6,39.9
CHINGWANGTAO,119.6,39.9
CHINWANGTAA,119.6,39.9
CHINWANGTAO,119.6,39.9
CHINWANGTAS,119.6,39.9
CHINWAUGTAO,119.6,39.9
CHITTAGONG,92.0,22.0
CHUNG CHAU,114.0,22.2
CINDAD TRUJILLO,-69.9,18.5
CLAUDE,-73.4,18.3
CLYDE,-4.2,55.8
CLYDE ANCHORAGE,-4.9,55.9
CLYDEBANK,-4.4,55.9
COCANADA,82.2,16.9
COCHIN,76.2,10.0
COCHIN BERTH NO 9,76.2,10.0
COCHIN NO 9 BERTH,76.2,10.0
COCKATOO DOCKYARD,151.2,-33.8
COCKATOO IS,152.5,-32.2
COCKATOO IS DOCK,151.2,-33.8
COCKATOO ISLAND,151.2,-33.8
COCOS ISLANDS,96.8,-12.0
COLOMBO,79.8,6.9
COLOMBO DRY DOCK,79.8,6.9
COLOMBO HARBOUR,79.9,6.9
COLUMBO,79.8,6.9
COLVILLE BAY,175.4,-36.6
COMERBROOK,-57.9,49.0
COMOX,-124.9,49.7
CONGO RIVER,12.4,-6.1
CONSTANTINOPLE,29.0,41.0
COPENHAGEN,12.6,55.7
COQUIMBO,-71.3,-29.9
COQUINBO,-71.3,-29.9
CORFU,19.8,39.7
COSMOPOLITAN DOCK,114.2,22.3
COWES AND RYDE,-1.3,50.8
COWICHAN,-124.2,48.9
COX`S BAZAAR,92.0,21.6
CRANEY IS,-77.1,38.6
CRANEY ISLAND,-77.1,38.6
CROMARTY,-4.0,57.7
CROOKED HARBOUR,114.3,22.6
CURACAS,-77.1,1.8
D E BERTH PRINCESS D,-3.0,53.4
DABEI,118.9,26.9
DAHAB,34.5,28.5
DAKAR,-17.4,14.7
DALHOUSIE,-66.4,48.1
DALMUIO,-4.4,55.9
DALMUIR,-4.4,55.9
DALMUIR BASIN,-4.4,55.9
DALMUIR BASIN EAST S,-4.4,55.9
DALMUIR DOCK GLASGOW,-4.4,55.9
DALMUIR WEST,-4.4,55.9
DANTZIG,18.7,54.4
DAR ES SALAAH,39.3,-6.8
DAR ES SALAAM,39.3,-6.8
DAR ES SALAMIS,39.3,-6.8
DARTMOUTH,-3.6,50.4
DARTSMOUTH,-3.6,50.4
DARWIN,130.8,-12.5
DAV ES SALAAM,39.3,-6.8
DE BERTH,-3.0,53.4
DE BERTH PRINCESS DO,-3.0,53.4
DEAL,1.4,51.2
DEBAI,55.3,25.3
DELAWARE RIVER,-75.5,39.4
DELAWARE VALLEY,-75.1,40.9
DELFT,4.4,52.0
DELOS,25.3,37.4
DERWICK,-2.7,59.0
DEVENPORT,-4.2,50.4
DEVON PORT,-4.2,50.4
DEVONPORT,-4.2,50.4
DEVONPORT,174.8,-36.8
DEVONPORT &amp; PLYMOUTH,-4.2,50.4
DEVONPORT DOCKYARD,-4.2,50.4
DEVONPORT N YARD,-4.2,50.4
DEVONPORT NORTH YARD,-4.2,50.4
DEVONPORT NZ,174.8,-36.8
DIBAH,56.3,25.6
DIEGO GARCIA,72.4,-7.3
DIEGO SUAREZ,49.3,-12.3
DIGBY,-0.4,53.1
DJIBOUTI,43.1,11.6
DOCK N SHIELDS,-1.5,55.0
DOCKYARD BASIN HONG,114.2,22.3
DOCKYARD HONG KONG,114.2,22.3
DOLPHIN,-1.1,50.8
DOMINICA,-61.4,15.3  
DOMINICO,-61.4,15.3
DOUBLE HAVEN,114.3,22.5
DOUGLAS,-4.5,54.1
DOUGLAS IOM,-4.5,54.1
DOVER,1.3,51.1
DRAGON,57.4,-20.2
DREGER HARBOUR,147.9,-6.7
DUALA,9.7,4.0
DUBAI,55.3,25.3
DUNBAR,-2.5,56.0
DUNDEE,-3.0,56.5
DUNDRUM BAY,-5.8,54.2
DUNECLIN,170.5,-45.9
DUNEDIN,170.5,-45.9
DUNGUN,103.4,4.8
DUNK ISLAND,146.2,-17.9
DURBAN,31.0,-29.9
DURBAN J.A.,31.0,-29.9
DURBAN WHARF,31.1,-29.9
DURHAM,-1.8,54.7
E 1 BUOY GREENOCK,-4.8,55.9
E WALL HONG KONG,114.1,22.3
EAST LONDON,27.9,-33.0
EDENBURGH,-3.2,56.0
EDENBURGH DOCK,-3.2,56.0
EL BUOY,-70.2,19.6
EL PARELLO,-0.3,39.3
EL PERELLO,-0.3,39.3
ELAYU,48.9,11.2
ELDERSLIE DOCKS,-4.5,55.8
ELLIS BAY,-64.3,49.8
ELPHINSTON INLET,56.3,26.2
ELPHINSTONE INLET,56.3,26.2
ENGLISH BANK,-83.7,12.3
ESQUIMALT,-123.4,48.4
ESQUINALT,-123.4,48.4
FALK BAY,79.2,9.5
FALKLAND IS,-57.9,-51.7
FALKLAND ISLAND,-57.9,-51.7
FALKLAND ISLANDS,-57.9,-51.7
FALMOUTH,-5.1,50.1
FAMAGUSTA,34.0,35.1
FANNING IS,-159.3,3.9
FAO,48.5,30.0
FARLANE,-4.8,56.1
FARM COVE,151.2,-33.9
FASLANE,-4.8,56.0
FEBRUARY,-75.8,23.5
FERNANDO PO,8.7,3.5
FIFTH AND GREENOCK,-4.8,55.9
FIRTH OF CLYDE,-5.0,55.7
FISHGUARD,-4.9,52.0
FIUME,14.4,45.3
FLEETWOOD,-3.0,53.9
FLINDERS NAVAL DEPOT,145.2,-38.4
FLOATING DOCK PORTSM,-1.1,50.8
FOOCHON,119.3,26.1
FOOCHOW,119.3,26.1
FORT BLOCHOUSE,-1.1,50.8
FORT BLOCKHOUSE,-1.1,50.8
FORT DE FRANCE,-61.1,14.6
FORTH,-3.0,56.2
FORTH ESTUANG,-3.0,56.2
FOWLERTON PATCHES,103.0,1.7
FRAMANTLE,115.8,-32.0
FREEMANTLE,115.8,-32.0
FREETOWN,-13.2,8.5
FREETOWN S L,-13.2,8.5
FREETOWN SIERRA LEON,-13.2,8.5
FREETOWN SL,-13.2,8.5
"FREETOWN, S. L.",-13.2,8.5
FREMANTLE,115.8,-32.0
FRENCH CREEK,14.5,35.9
FT GILKICKER,-1.1,50.8
FUKUOKA,130.4,33.6
FUNCHAL,-16.9,32.6
FUNCHAL BAY MADIERA,-16.9,32.6
G BERTH SAN DIEGO,-117.2,32.7 
GALVESTON,-94.8,29.3
GANDIA,-0.2,39.0
GARDEN ISLAND,150.6,-35.1
GARE LOCH,-4.8,56.0
GARELOCH,-4.8,56.0
GARELOCH HD,-4.8,56.1
GARELOCH HEAD,-4.8,56.1
GARELOCHEAD,-4.8,56.1
GARELOCHHEAD,-4.8,56.1
GARELOCK,-4.8,56.0
GARILOCH,-5.7,57.7
GARLOCH,-4.8,56.0
GASFE,-64.5,48.8
GASPORT,-1.1,50.8
GAVELOCH,-4.8,56.0
GDANSK,18.7,54.4
GEELONG,144.3,-38.2 
GENOA,8.9,44.4
GEORGETOWN ARCENCIAN,-14.4,-7.9
GEORGETOWN ASCENSION,-14.4,-7.9
GH MAUGAWAI RIVER,-174.0,-36.1
GIB,-5.3,36.1
GIBRALTAR,-5.3,36.1
GIBRALTER,-5.3,36.1
GIBRALTOR,-5.3,36.1
GILBRALTAR,-5.3,36.1
GILBRATAR,-5.3,36.1
GILKICKER POINT,-1.1,50.8
GILLKICKER POINT,-1.1,50.8
GISBORNE,178.0,-38.7
GLASGOW,-4.2,55.8
GLASGOW &amp; GREENOCK,-4.3,55.9
GOA,73.9,15.5
GOSPORT,-1.1,50.8
GOVAN,-4.3,55.9
GOVAN &amp; GREENOCK,-4.3,55.9
GOVAN DOCK,-4.3,55.9
GOWOCH,-4.8,56.0
GOWOCK,110.3,-7.1
GRAND HARBOR,14.5,35.9
GRAND HARBOUR,14.5,35.9
GRAND HARBOUR MALTA,14.5,35.9
GRAND HARLEUS MALTA,14.5,35.9
GRAND PORT,57.8,-20.4
GRANDON ROADS,-71.9,19.4
GRANGER,-2.9,54.2
GRANTON ROADS,-3.2,56.0
GRASSY BAY,-64.8,32.3
GRASSY BAY BERMUDA,-64.8,32.3
GRAVESEND BAY,-74.0,40.6
GRAVING ROCK,-5.3,36.1
GREAT BITTER LAKE,32.4,30.3
GREAT BRITTEN LAKE,32.4,30.3
GREAT HARBOUR GREENO,-4.7,56.0
GREAT LADRONE,113.7,21.9
GREAT MERCURY BAY,175.8,-36.6
GREAT MERCURY I,175.9,-36.6
GREAT MERCURY ISLAND,175.8,-36.6
GREAT NOME ANCHORAGE,0.8,51.5
GREENLOCK,-4.8,55.9
GREENOCH,-4.8,55.9
GREENOCK,-4.8,55.9
GREENOCK &amp; BELFAST,-4.8,55.9
GREENOCK &amp; GEARSON,-4.8,55.9
GREENOCK ANCHORAGE,-4.8,56.0
GREENOCK FLOATING DO,-4.8,55.9
GRENADA,-61.7,12.1
GRIMSBY,-0.1,53.5
GRYTVIKEN,-36.5,-54.3
GT BITTER LAKE,32.4,30.3
GT BITTER LAKES,32.4,30.3
GUAM,144.7,13.4
GUAM PORT APIA,144.7,13.4
GUANTANAMA,-75.2,20.1
GUANTANAMO,-75.2,20.1
GUIDE PIER COLOMBO,79.9,6.9
GULF OF MARTABAN,97.6,16.5
GULF OF SALEMO,14.7,40.5
GULF OF SALERNO,16.4,39.4
GWADAR BAY,61.6,25.1
H M DOCKYARD HONG KO,114.2,22.3
HAIFA,35.0,32.8
HAIPHONG,106.7,20.9
HAIPHOUL,120.2,23.2
HALIFAX,-63.6,44.6
HALIFER,-63.6,44.6
HALMSTAD,13.0,56.0 
HAMBURG,10.0,53.5
HAMILTON BERMUDA,-64.8,32.3
HAMPTON ROADS,-76.3,37.0
HANKOW,114.3,30.6
HARBOUR GRACE,-53.2,47.7
HARRISON COVE,167.9,-44.6
HARWICH,1.3,52.0
HARWICK,1.3,52.0
HASLAR CREEK,-1.1,50.8
HASLAR CREEK PORTSMO,-1.1,50.8
HAUSAKI GULF,175.0,-36.4
HAVANA,-82.4,23.1 
HAVRE,0.2,49.5
HEBBUAR ON TYNE,-1.5,55.0
HEBBUNN,-1.5,55.0
HEBBURN,-1.5,55.0
HEBBURN ON TYNE,-1.5,55.0
HEI HAI HEI,122.1,37.5
HELENSBURGH,-4.7,56.0
HEMPSTEAD HARBOUR,-73.6,40.7
HENJAM,55.9,26.7
HERDMAN CHANNEL,-5.9,54.6
HERMANUS BAY,19.2,-34.4
HERVEY BAY,153.0,-25.0
HIGH SHIELDS,-1.4,55.0
HM DOCKYARD HONG KON,114.2,22.3
HMS DOLPHIN,-1.1,50.8
HOBART,147.3,-42.9
HOBOKEN,-74.0,40.7
HODEIDA,43.2,14.8
HOLLANDIA,140.7,-2.5
HOLY DOCK,-4.9,56.0
HOLY INLET HOLY LOCH,-4.9,56.0
HOLY LOCH,-4.9,56.0
HOLYHEAD,-4.6,53.3
HOLYLOCH,-4.9,56.0
HONDURAS,-88.7,16.2                                               
HONG KONG,114.2,22.3
HONG HONG,114.2,22.2
HONG KONG,114.2,22.3
HONG KONG DOCKYARD,114.2,22.3
HONG KONG E 2 BERTH,114.2,22.3
HONG KONG HARBOR,114.2,22.3
HONG KONG HARBOUR,114.2,22.3
HONG KONG SEA,114.1,22.3
HONOLULU,-157.9,21.3
HORDIA,51.1,10.6
HORMUZ,56.5,27.1
HORTA,-28.6,38.5
HOY DOCKYARD,-3.3,58.9
HSINKONG,121.6,31.8
HSUPUKOU,111.3,31.1
HUACHO,-77.6,-11.1
HUALFJORDUS,-21.7,64.4
HURDIA,51.1,10.5
HURUKI BAY,175.0,-36.8
HVALEFORD,-21.7,64.4
HVALFJORD,-21.7,64.4
HVALFJORDOR,-21.7,64.4
HVALFJORDR,-21.7,64.4
HVALFJORDUN,-21.7,64.4
HVALFJORDUR,-23.1,66.1
HVAR,16.7,43.1
IEMAILIA,32.3,30.6
ILLAHEE &amp; BREMERTON,-122.6,47.6
IN HARBOUR EAST LOND,27.9,-33.0
INCHMARNOCK,-5.2,55.8
INGENIENO WHITE,-62.3,-38.8
INGENIERO WHITE,-62.3,-38.8
INHAMBANC,35.1,-23.3
INHAMBANE,35.1,-23.3
INVER GORDON,-4.2,57.7
INVERGORDON,-4.2,57.7
IQUIQUE,-70.2,-20.2
ISMAILIA,32.3,30.6
ISMALIA,32.3,30.6
IVERGORDON,-4.2,57.7
JAFFNA,80.0,9.7
JAMES WALT DOCK,-4.8,55.9
JAMES WATT DOCK,-4.8,55.9
JARROW BUOYS,-1.5,55.0
JARROW SLACKS,-1.5,55.0
JARROW SLADE,-1.5,55.0
JARROW SLAKE,-1.5,55.0
JARROW STAKE,-1.5,55.0
JEDDA,39.2,21.5
JEDDAH,39.2,21.5
JERVIS,-90.7,-0.4
JERVIS BAY,150.8,-35.1
JESSELTON,116.2,6.0
JEZIRAT HINDARALI,53.6,26.7
JOANA BAY,104.2,2.8
JOHORE,103.5,2.0
JOHORE NAVAL BASE,103.5,2.0
JOSS HOUSE BAY,114.3,22.5
JUBAL STRAITS,33.9,27.7
JUNK BAY,114.2,22.3
JUNK BAY HONG KONG,114.2,22.3
K G V,0.1,51.5
K G V DOCK,0.1,51.5
K G V DOCK GLASGOW,-4.4,55.9
KAGOSHIMA,130.6,31.6
KAMARAN,42.6,15.3
KAMARAU,123.1,-5.2
KAMBASA,23.9,38.0
KAMERAN,42.6,15.3
KAMES BAY,-5.1,55.9
KARACHI,67.0,24.9
KARARCHI,67.0,24.9
KASBA REACH,48.5,30.0
KAVALLA,24.5,41.0
KENKIANG,119.4,32.2
KEPPEL HARBOR,103.8,1.3
KEPPEL HARBOUR,103.8,1.3
KEPPER HARBOUR SINGA,103.8,1.3
KHA JARAMA,59.7,22.5
KHA KUWAI,56.4,26.4
KHA NOWARAT,38.3,18.2
KHABAB BAY,56.2,26.2
KHAR KUWAI,56.4,26.4
KHASAB BAY,56.2,26.2
KHASAL BAY,56.2,26.2
KHASSAB BAY,56.2,26.2
KHER KUWAIT,47.9,29.4
KHIOS,26.0,38.4
KHIOS ISLAND,26.0,38.4
KHOL KUWAI,56.4,26.4
KHOLKUWAI,56.4,26.4
KHOR ABBAS,56.3,27.2
KHOR ASH SHAMM,56.3,26.2
KHOR ASH SHANNA,56.3,26.2
KHOR GHUBB ALI,56.4,26.3
KHOR JANAINA,53.4,24.2
KHOR JARAMA,59.7,22.5
KHOR JARANA,59.7,22.5
KHOR JAVANA,59.7,22.5
KHOR KALIGA,50.6,26.2
KHOR KALIYA,50.6,26.2
KHOR KAWEI,56.4,26.4
KHOR KIWAI,56.4,26.4
KHOR KUINAI,56.4,26.4
KHOR KUWA,56.4,26.4
KHOR KUWAI,56.4,26.4
KHOR KUWAI &amp; BANDAR,56.4,26.4
KHOR KUWAIT,47.9,29.4
KHU KALIYA,48.4,30.2
KIIRUN,126.2,34.5
KILIDINI,39.8,-5.0
KILINDIINI,39.8,-5.0
KILINDINE,39.8,-5.0
KILINDINI,39.8,-5.0
KILLINDINI,39.8,-5.0
KILLINDINNI,39.8,-5.0
KING GEORGE V,0.1,51.5
KING GEORGE V DOCK,0.1,51.5
KING GEORGE V DOCKS,0.1,51.5
KINGSTON,-76.8,18.0
KINGSTON JAMAICA,-76.8,18.0
KINGSTOWN,-61.2,13.1
KIRIBILLI BERTH,151.2,-33.9
KISMAYO,42.5,-0.4
KIUKIANG,113.0,22.8
KLASAB BAY,56.2,26.2
KLASAB BAY PG,56.2,26.2
KOBE,135.1,34.7
KOLA INLET,33.5,69.2
KOLA INLET &amp; SEIDISF,33.5,69.2
KOLA INLET VAENGA BA,33.5,69.2
KOLA INLET VALNEA BA,33.5,69.2
KOLA INLET.,33.5,69.2
KOMATSUSHIMA,134.6,34.0
KOR GHUBB ALI,56.4,26.3
KOTOR,18.8,42.4
KOWLOON,114.2,22.3
KOWLOON CAMBER,114.2,22.3
KUALA JAHRE,101.2,5.5
KUALA JOHNS,96.1,5.3
KUCHING,110.4,1.4
KUNE,138.5,35.0
KURE,132.6,34.2
KUWAIT,47.8,29.5
KYAUK PYCU HARBOUR,93.5,19.4
KYAUK PYU,98.8,12.6
LA GOULETTE,9.8,37.2
LA SALINAS,-77.6,-11.3
LABERVRACH,-4.6,48.6
LABERWRACH,-4.6,48.6
LABUAN,115.2,5.3
LABUAN AMARK,115.2,5.3
LACK STRIVEN,-5.1,56.0
LAFSAMI ISLAND,113.8,22.1
LAGOS,3.4,6.5
LAKE TOWN,88.4,22.6
LAMACA,33.6,34.9
LAMBASA,179.4,-16.4
LAMBASH,120.0,15.8
LAMLASH,-5.2,55.5
LAMLASH GREENOCK,-5.2,55.5
LAMLASH HARBOUR,-5.2,55.5
LANTAO,113.9,22.2
LARGS,-4.8,55.8
LARGS BAY,138.5,-34.8
LARNACA,33.6,34.9
LARNE,-5.8,54.9
LATZI,32.4,35.0
LAUNCESTON,147.2,-41.5
LAUTOKA,177.5,-17.6
LAZARETT CREEK,14.5,35.9
LE HAVRE,0.2,49.5  
LEITH,-3.2,56.0
LEONPORT,-4.2,50.4
LERSICK,-1.1,60.1
LERWICK,-1.1,60.1
LEYTA,124.5,11.4
LEYTE,124.5,11.4
LIBREVILLE,9.4,0.4
LIFKUA,9.1,64.1
LIFUKA,-174.3,-19.8
LIMA CHANNEL,114.3,22.1
LIMASOL,33.0,34.6
LISBON,-9.1,38.7
LIVERPOOL,-3.0,53.4
LIVERPOOL BAY,-3.2,53.5
LOANDA,13.2,-8.8
LOBITO,13.6,-12.3
LOBITOS,-122.4,37.4
LOCH ALSH,-5.7,57.2
LOCH ALSTE,-5.7,57.2
LOCH CONIE,-5.6,55.3
LOCH CRIBOLL,-4.7,58.5
LOCH ERIBOLL,-4.7,58.5
LOCH EVE,-5.7,57.8
LOCH EWE,-5.7,57.8
LOCH FOYLE,-7.1,55.1
LOCH GAILHEAD,-4.9,56.1
LOCH GOIL,-4.9,56.1
